web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,title,original_title,budget,original_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries
https://www.nytimes.com/2023/01/19/movies/after-love-review.html,"In this intelligent melodrama by the director Aleem Khan, a British woman discovers her husband has been leading a double life.",The New York Times,"subject: Movies;creative_works: After Love (2020) (Movie);persons: Khan, Aleem;persons: Scanlan, Joanna (1961- );",2023-01-19T12:00:06+0000,359,‘After Love’ Review: The Other Woman,Critic’s Pick,,After Love,,,,By Beatrice Loayza,,After Love,Nathalie après l’amour,,fr,,"Nathalie, a student at the Sorbonne, becomes a model and lover of a painter until the artist transmits a venereal disease to her.",0.427,,,1970-10-14,0.0,0.0,,,
https://www.nytimes.com/2023/01/19/movies/after-love-review.html,"In this intelligent melodrama by the director Aleem Khan, a British woman discovers her husband has been leading a double life.",The New York Times,"subject: Movies;creative_works: After Love (2020) (Movie);persons: Khan, Aleem;persons: Scanlan, Joanna (1961- );",2023-01-19T12:00:06+0000,359,‘After Love’ Review: The Other Woman,Critic’s Pick,,After Love,,,,By Beatrice Loayza,,After Love,Fito Páez El Amor Después Del Amor 20 Años,,es,,,0.55,,,2012-12-04,2.0,1.0,,,
https://www.nytimes.com/2023/01/19/movies/after-love-review.html,"In this intelligent melodrama by the director Aleem Khan, a British woman discovers her husband has been leading a double life.",The New York Times,"subject: Movies;creative_works: After Love (2020) (Movie);persons: Khan, Aleem;persons: Scanlan, Joanna (1961- );",2023-01-19T12:00:06+0000,359,‘After Love’ Review: The Other Woman,Critic’s Pick,,After Love,,,,By Beatrice Loayza,,After Love,落花时节又逢君,,zh,,"On the night of the Chinese Ghost Festival, Dong Xian controlled Chao Ning's body through the mask to help him face himself bravely and completed a homosexual confession. It also awakened Yu Nan's awareness of his sexuality.",0.069,,,2023-07-14,0.0,0.0,,,
https://www.nytimes.com/2023/01/19/movies/after-love-review.html,"In this intelligent melodrama by the director Aleem Khan, a British woman discovers her husband has been leading a double life.",The New York Times,"subject: Movies;creative_works: After Love (2020) (Movie);persons: Khan, Aleem;persons: Scanlan, Joanna (1961- );",2023-01-19T12:00:06+0000,359,‘After Love’ Review: The Other Woman,Critic’s Pick,,After Love,,,,By Beatrice Loayza,,After Love,Love After Death,,es,,"During a cataleptic fit, Montel is buried alive, a burial plotted by his greedy wife Sofia with several men, including her lover, Montel's doctor. Exiting his grave, Montel goes on a sexual rampage.",2.493,,,1968-01-01,3.7,11.0,,,
https://www.nytimes.com/2023/01/05/movies/alcarras-review.html,"In this naturalistic drama from Spain, a family confronts the impending loss of its generations-old farm.",The New York Times,"subject: Movies;persons: Simon, Carla;creative_works: Alcarras (Movie);",2023-01-05T12:00:03+0000,306,‘Alcarràs’ Review: Labor of Love,,,Alcarràs,,,,By Devika Girish,,Alcarràs,Alcarràs,,ca,,"In a small village in Catalonia, the peach farmers of the Solé family spend every summer together picking fruit from their orchard. But when plans arise to install solar panels and cut down trees, the members of this tight-knit group suddenly face eviction – and the loss of far more than their home.",14.598,,,2022-04-29,6.867,180.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly et Mr. Arnaud,,fr,,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",15.338,,,1995-08-23,6.888,120.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly Rapp - monsteragent,,sv,,"Nelly and her dog London are about to spend autumn break with her uncle Hannibal. Soon she noticed that he doesn't live a quiet life. Her uncle is a Monster agent. Nelly gets dragged in to an adventure filled with ghosts, vampires and werewolves.",6.323,,,2020-10-23,4.7,10.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly et Simon : Mission Yéti,,fr,,"Quebec, 1956. The impulsive and headstrong Nelly Maloye, a novice private eye, joins the methodical and pragmatic Simon Picard, a research scientist in a dubious quest to prove the existence of the elusive Yeti. The brave-hearted heroes come face-to-face with countless dangers during their trek through the heart of the Himalayas.",9.099,,,2017-10-05,5.6,31.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly Rapp - Dödens spegel,,sv,,Nelly and the dog London are joined by Valle as they head out into the Black Forest to find the Mirror of Death. A journey that takes them deeper and deeper into the forest and to the place where Nelly's mother once disappeared.,3.66,,,2023-10-20,7.2,6.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly och Nadine,,sv,,"Nelly and Nadine meet in Ravensbrück concentration camp. They spend the rest of their lives together. Decades later, Nelly’s granddaughter goes in search of clues. A poignant film about a love story and the need for individual and collective remembrance.",7.504,,,2024-06-05,0.0,0.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,"Nelly, la domatrice",,it,,"A melodrama about a female lion tamer who has an extramarital relationship with a distinguished gentleman, and then moves in with him. When she later comes to regret her actions, her husband has already died of sorrow.",0.241,,,1912-08-04,6.0,3.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Min datter Nelly,,da,,,0.426,,,1955-08-29,6.0,2.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly la gigolette,,en,,Directed by Emilio Ghione. Lost film.,0.109,,,1915-01-02,0.0,0.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,La mémoire de Nelly,,en,,"The cliché has it that a picture is worth a thousand words. But is that true? Now in his thirties, Nicolas Wouters tries to find out what his grandparents’ photos do not reveal about their life as colonials in the former Belgian Congo (now the Democratic Republic of the Congo) in the period 1946-1958.",0.024,,,2021-11-20,0.0,0.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Κατάσκοπος Νέλλη,,el,,"Against the backdrop of the Nazis' rapid rise to power, a Greek music student arrives in 1936 Berlin and becomes a cabaret singer. In Europe, WWII rages on, and joining the Resistance is the only way to fight back. Will Nelly do her part?",1.062,,,1981-11-11,4.8,4.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,À ce soir,,fr,,"The four days following the death of a small town doctor, seen through the eyes of Nelly, his wife, a nurse.",1.148,,,2005-09-14,4.4,8.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Нелли Раинцева,,ru,,,0.322,,,1916-12-13,5.0,1.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly,,fr,,"A high-class prostitute by choice, Nelly Arcan’s colorful life is recreated in a multi-layered and stylish mix of make-believe and memoir, revealing Nelly’s alter egos: the neurotic writer, the vulnerable lover, the call girl and the star. Nelly shocked the literary world with her elegant writing and the lurid details of sex work in her autobiographical first novel, Whore, which became a critically acclaimed bestseller. Despite unprecedented success, Nelly’s remarkable life ended in tragedy.",14.244,,,2017-01-20,6.154,26.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Патилата на Спас и Нели,,bg,,"Who says that cats and dogs are enemies? The dog Spass and the cat Nelly live happily under one roof. The harmony lasts until once, enraptured with games, they ruin the apartment.",0.105,,,1989-07-28,0.0,0.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nellys Riddere,,en,,"Three bachelors vow to ban women from their fraternity – and immediately break their promise when Nelly needs help. Nelly’s father, the champion boxer Bømann, doesn’t approve of her engagement to her boyfriend Tobby. She runs away from home in protest and seeks refuge with the three bachelors. After Bømann tracks down Nelly’s hiding place, it’s all down to a matter of how much of a beating the three unlikely rescuers can take before Tobby comes to the rescue. (Stumfilm.dk)",2.586,,,1919-09-08,0.0,0.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly,,de,,"A car drives through the snow. Behind the wheel is Nelly. She is thirteen years old. Nelly wants to go home. Separating her from her goal are three questions, two keys, a diving tower and a racing heart.",1.845,,,2015-02-10,4.5,2.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly,,en,,"Neil Elliot (Nelly) has devoted his life to the highland games, in particular caber tossing, a sport that has been around for centuries. This film is a self reflection of his career and his relationship with the sport.",0.017,,,2020-11-06,0.0,0.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly,,es,,"Nelly and Alex, a couple that reunites, fortuitously, after two years of separation. Now, they must settle their outstanding issues in order to move on with their lives. Slowly, they get into a battle between their grudges and their regrets accumulated in their souls. A sickly love. A constant fight between passion, love and hate that face each other and from which there can only be a winner.",2.969,,,2019-01-01,5.0,2.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Nelly Furtado: Loose the Concert,,en,,"Loose: The Concert is the first live DVD from the Canadian pop singer-songwriter Nelly Furtado. It is a recording of Nelly Furtado's live performance at the Air Canada Centre, in Toronto, Canada, on April 4, 2007. The set includes all Furtado's hit singles and live versions from her third studio album Loose starting with her first single ""Promiscuous"" to ""Do It"", and almost everything in between, combined with her singles from her previous studio albums Whoa, Nelly! and Folklore such as ""I'm like a Bird"", ""Turn Off the Light"", ""Força"" and ""Powerless (Say What You Want)"".",0.746,,,2007-11-19,7.7,3.0,,,
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"subject: Documentary Films and Programs;persons: Gertten, Magnus;creative_works: Nelly & Nadine (Movie);subject: Content Type: Personal Profile;subject: Holocaust and the Nazi Era;subject: World War II (1939-45);subject: Women and Girls;subject: Homosexuality and Bisexuality;",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,Casting Nelly,,fr,,,0.911,,,2021-11-14,0.0,0.0,,,
https://www.nytimes.com/2022/12/01/movies/lady-chatterleys-lover-review.html,The new Netflix adaptation of D.H. Lawrence’s once-controversial novel is both steamy and decorous.,The New York Times,"subject: Movies;creative_works: Lady Chatterley's Lover (Movie);persons: Corrin, Emma (1995- );persons: De Clermont-Tonnerre, Laure;persons: Lawrence, D H;",2022-12-01T16:40:55+0000,768,‘Lady Chatterley’s Lover’ Review: When Connie Met Ollie,,,A Love Whose Name Is Often Spoken,,,,By A.O. Scott,,Lady Chatterley’s Lover,Lady Chatterley's Lover,,en,,Unhappily married aristocrat Lady Chatterley begins a torrid affair — and falls deeply in love — with the gamekeeper on her husband's country estate.,30.633,,,2022-11-22,6.628,393.0,,,
https://www.nytimes.com/2022/12/01/movies/lady-chatterleys-lover-review.html,The new Netflix adaptation of D.H. Lawrence’s once-controversial novel is both steamy and decorous.,The New York Times,"subject: Movies;creative_works: Lady Chatterley's Lover (Movie);persons: Corrin, Emma (1995- );persons: De Clermont-Tonnerre, Laure;persons: Lawrence, D H;",2022-12-01T16:40:55+0000,768,‘Lady Chatterley’s Lover’ Review: When Connie Met Ollie,,,A Love Whose Name Is Often Spoken,,,,By A.O. Scott,,Lady Chatterley’s Lover,L'Amant de Lady Chatterley,,fr,,"Based on D. H. Lawrence’s 1928 novel of the same name, Lady Chatterley’s Lover stars Danielle Darrieux, Leo Genn, and Erno Crisa in this controversial tale of adultery! After her husband is paralyzed from fighting in WWI, Lady Chatterley feels a loss of intimacy between her husband and herself, and decides to have an affair with the gamekeeper, a man of a lower class.",8.217,,,1955-12-07,5.9,13.0,,,
https://www.nytimes.com/2022/12/01/movies/lady-chatterleys-lover-review.html,The new Netflix adaptation of D.H. Lawrence’s once-controversial novel is both steamy and decorous.,The New York Times,"subject: Movies;creative_works: Lady Chatterley's Lover (Movie);persons: Corrin, Emma (1995- );persons: De Clermont-Tonnerre, Laure;persons: Lawrence, D H;",2022-12-01T16:40:55+0000,768,‘Lady Chatterley’s Lover’ Review: When Connie Met Ollie,,,A Love Whose Name Is Often Spoken,,,,By A.O. Scott,,Lady Chatterley’s Lover,Lady Chatterley's Lover,,en,,"After a crippling injury leaves her husband impotent, Lady Chatterly is torn between her love for her husband and her physical desires. With her husband's consent, she seeks out other means of fulfilling her needs.",16.419,,,1981-06-29,5.421,76.0,,,
https://www.nytimes.com/2022/12/01/movies/lady-chatterleys-lover-review.html,The new Netflix adaptation of D.H. Lawrence’s once-controversial novel is both steamy and decorous.,The New York Times,"subject: Movies;creative_works: Lady Chatterley's Lover (Movie);persons: Corrin, Emma (1995- );persons: De Clermont-Tonnerre, Laure;persons: Lawrence, D H;",2022-12-01T16:40:55+0000,768,‘Lady Chatterley’s Lover’ Review: When Connie Met Ollie,,,A Love Whose Name Is Often Spoken,,,,By A.O. Scott,,Lady Chatterley’s Lover,Lady Chatterley's Lover,,en,,An early-20th-century tale of love across class boundaries which tells the legendary and romantic story of Lady Chatterley’s affair with her gamekeeper. Jed Mercurio’s adaptation of DH Lawrence’s classic.,14.85,,,2015-09-06,6.339,115.0,,,
https://www.nytimes.com/2022/12/01/movies/lady-chatterleys-lover-review.html,The new Netflix adaptation of D.H. Lawrence’s once-controversial novel is both steamy and decorous.,The New York Times,"subject: Movies;creative_works: Lady Chatterley's Lover (Movie);persons: Corrin, Emma (1995- );persons: De Clermont-Tonnerre, Laure;persons: Lawrence, D H;",2022-12-01T16:40:55+0000,768,‘Lady Chatterley’s Lover’ Review: When Connie Met Ollie,,,A Love Whose Name Is Often Spoken,,,,By A.O. Scott,,Lady Chatterley’s Lover,Lady Chatterley's Lover,,en,,"Adapted from the controversial literary classic by D.H. Lawrence, Lady Chatterley’s Lover is a sweeping, romantic musical with a score by John Robinson and a book by Phil Willmott that played the West End in the summer of 2021. Georgia Lennon stars as Lady Chatterley, an upper-class wife whose love affair with a working-class man prompts her to consider what it means to have a life well-lived.",0.355,,,,0.0,0.0,,,
https://www.nytimes.com/2022/11/23/movies/sound-of-christmas-review.html,A young singer gets more than she bargained for when she accepts a job as a nanny for a billionaire’s children.,The New York Times,"subject: Movies;persons: Ne-Yo;creative_works: The Sound of Christmas (Movie);persons: Mattison, Booker T;persons: McNeill, Serayah;",2022-11-23T15:00:09+0000,277,‘The Sound of Christmas’ Review: A Gospel Singer Finds Love,,,The Sound  Of Christmas,,,,By Concepción de León,,The Sound of Christmas,The Sound of Christmas,,en,,A woman facing eviction just before Christmas who must navigate budding romantic feelings for a handsome billionaire when she takes a job nannying for his two children right before Christmas.,1.173,,,2022-11-24,8.0,4.0,,,
https://www.nytimes.com/2022/11/23/movies/sound-of-christmas-review.html,A young singer gets more than she bargained for when she accepts a job as a nanny for a billionaire’s children.,The New York Times,"subject: Movies;persons: Ne-Yo;creative_works: The Sound of Christmas (Movie);persons: Mattison, Booker T;persons: McNeill, Serayah;",2022-11-23T15:00:09+0000,277,‘The Sound of Christmas’ Review: A Gospel Singer Finds Love,,,The Sound  Of Christmas,,,,By Concepción de León,,The Sound of Christmas,The Wiggles: The Sound of Christmas,,en,,"Can you hear the sleigh bells jingling? It's The Sound of Christmas! Join The Wiggles and their friends for the most joyous time of the year as they sing and dance along to over 20 festive songs, including many wiggly favourites. There's so much fun to be had in Wiggle Town, from a party on the Goodship Feathersword, to baking a Christmas cake or dancing ballet with Dorothy. Even the great big man in red, Santa Claus, makes a special visit with his prancing reindeer and the most talented elves. So, hang your Christmas stocking, decorate the Christmas tree and, of course, put on your dancing shoes, it's time for a wiggly Christmas!",0.974,,,2023-11-24,0.0,0.0,,,
https://www.nytimes.com/2022/11/23/movies/sound-of-christmas-review.html,A young singer gets more than she bargained for when she accepts a job as a nanny for a billionaire’s children.,The New York Times,"subject: Movies;persons: Ne-Yo;creative_works: The Sound of Christmas (Movie);persons: Mattison, Booker T;persons: McNeill, Serayah;",2022-11-23T15:00:09+0000,277,‘The Sound of Christmas’ Review: A Gospel Singer Finds Love,,,The Sound  Of Christmas,,,,By Concepción de León,,The Sound of Christmas,Julie Andrews: The Sound of Christmas,,en,,"Julie Andrews joins John Denver, Placido Domingo, and The King's Singers for a Christmas journey through time in the city of Salzburg, Austria. Written and sang with many references to ""Sound"", the journey takes individuals to the many filming locations and haunts that are personal to the cast with music interludes along the way.",0.825,,,1987-12-16,5.0,1.0,,,
https://www.nytimes.com/2022/11/23/movies/sound-of-christmas-review.html,A young singer gets more than she bargained for when she accepts a job as a nanny for a billionaire’s children.,The New York Times,"subject: Movies;persons: Ne-Yo;creative_works: The Sound of Christmas (Movie);persons: Mattison, Booker T;persons: McNeill, Serayah;",2022-11-23T15:00:09+0000,277,‘The Sound of Christmas’ Review: A Gospel Singer Finds Love,,,The Sound  Of Christmas,,,,By Concepción de León,,The Sound of Christmas,Sound of Christmas,,en,,"Lizzie is a young piano teacher working at a music school while trying to save enough money for a Steinway piano. The school is gearing up for their major Christmas fundraiser and she has committed much of her time to plan the event. One afternoon, she meets Brad who takes an interest in her playing and asks if she will teach his uninterested teenage daughter. She begins to break through to the young girl, and sparks begin to fly with Brad, but she is shocked to find out that his interest is not solely in her playing, but in the property that houses the music school. She sets out to save the school and the event, but can she work things out with Brad?",4.664,,,2016-12-11,6.4,36.0,,,
